Player,Nationality,Rating,Image
Jane, VN,69,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Malrang, KR,48,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Puddin, VN,73,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Soraaa, VN,39,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Eddie, VN,80,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Qiang, VN,67,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
BeanJ, VN,61,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Gloryy, VN,73,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Eyla, AU,45,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Meech, CA,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Quid, KR,77,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
River, KR,60,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Sniper, US,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
OnFleek, KR,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Sorn, VN,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Sty1e, VN,65,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Zodiac, VN,41,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Eugeo, JP,61,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Ino, JP,36,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Ssol, KR,63,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Washidai, JP,47,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kiefer, CL,51,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
SolidSnake, PE,36,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
EL, KR,42,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
HowLa, JP,49,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Jool, KR,53,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
tol2, JP,43,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Pyshiro, VN,81,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Hasmed, VN,69,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kakkun, JP,60,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Odoamne, RO,50,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Peach, KR,46,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Blazes, VN,79,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
foreigner, GB,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Berserker, KR,63,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Blaber, US,55,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Vulcan, CA,36,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
jojopyun, CA,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Celo, BR,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Zhovy, CN,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
doraemon, HK,59,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Yerikan, CO,20,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Cha9, TW,27,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Cheng9, TW,48,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
NuL1, TW,47,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Scxtt, KR,47,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Whynot, NZ,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Gury, VN,54,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kairi, VN,38,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kratos, VN,62,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Stay, CN,63,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Lonely, KR,54,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Froggy, VN,63,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Hieu3, VN,31,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Ikigai, VN,52,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Pun, VN,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Richard I, VN,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Slowz, VN,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
SeTab, KR,48,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Charley, JP,22,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Fuuu, BR,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kiari, BR,59,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
scamber, BR,35,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Cavalo, BR,32,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Drakehero, BR,47,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Hexflash, AU,33,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kyeahoo, KR,54,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Makes, BR,53,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Pilot, BR,61,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
micaO, BR,53,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Ayu, BR,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Damage, BR,28,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
NinjaKiwi, BR,60,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Tutsz, BR,55,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Woodon, KR,49,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Yampi, BR,42,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Comp, GR,55,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Larssen, SE,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Markoon, NL,41,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Zoelys, FR,24,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Chirp, AU,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Hoopa, VN,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
nox1, AU,51,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Relhia, PH,45,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Artifact, VN,50,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Zin, VN,22,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Mark, CN,31,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Fudge, AU,55,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Targamas, BE,27,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Upset, DE,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kurak, AU,43,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
ChiCh1, TW,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Lauva, TW,51,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Trymbi, PL,33,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Zwyroo, PL,61,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Prince, KR,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Monki, CN,52,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Contractz, US,47,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Dhokla, US,52,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
FBI, AU,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Huhi, KR,35,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Palafox, US,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Katsurii, AU,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Reufury, AU,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Jiejie, CN,45,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Arding, TW,31,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Findo, AU,37,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
ICU, TW,49,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kazmma, TW,46,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
ShengBai, TW,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Tomasino, PT,55,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
RenYe, TW,37,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Isles, AU,30,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Cassin, KR,42,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Goodo, KR,49,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
2T, VN,44,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Spot, VN,40,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Yoshino, VN,50,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kz, CL,45,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Pretender, HK,61,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Dove, KR,54,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kojima, BR,54,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Nebula,,54,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Rich, KR,48,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Shinki, AU,30,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Sting, BR,44,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Tomo, US,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
eXyu, US,41,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Bo, CN,46,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Cabochard, FR,43,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Saken, FR,51,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Aithusa, BR,49,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Tay, BR,41,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Hiro02, VN,59,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Enso, TW,28,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Rigel, VN,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
GoDJJ, TW,47,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
sheer, CN,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Yursan, TW,32,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Invictis, NZ,48,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Wako, TW,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Armao, US,42,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Castle, KR,48,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Mask, KR,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Olleh, KR,25,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Tactical, US,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
FakeGod, US,45,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Insanity, US,49,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Zeyzal, US,26,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Starry, CN,55,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
zay, BR,26,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
KinGi, AR,50,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kepler, CN,53,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
